Bank,Capital_ID,Capital_Amount,Capital_Ratio,RWA,Rating
Deutsche Bank,CP002615,1555482.3424822432,10.643165843979148,10414439.141582774,CCC
Barclays,CP002616,373957.88343765365,12.01103768947674,5462259.96137149,AA
HSBC,CP002617,714838.680774076,15.671283358172115,4072101.660281135,A
Deutsche Bank,CP002618,1253045.5068052583,15.65419142969403,1162284.178915075,BB
HSBC,CP002619,335377.26942468126,14.913565234279964,6704090.086973056,BB
Deutsche Bank,CP002620,566592.9713163907,10.489431431788091,2796464.9009618033,BBB
Deutsche Bank,CP002621,6259485.106564344,9.030317202374293,25657785.131357983,A
Deutsche Bank,CP002622,3256770.860511913,11.705986068345954,442774.4464595193,BB
Deutsche Bank,CP002623,10543855.645788578,12.673564323186923,45793900.90679486,BBB
Barclays,CP002624,585153.9171013725,12.058194028133627,550350.6176224806,AA
Deutsche Bank,CP002625,333584.14624837623,11.815144226630364,1725833.661190106,BB
Barclays,CP002626,1062911.9055980055,15.51755263550838,2882262.3704244983,AA
Barclays,CP002627,16560682.594888525,15.242139852816486,34647744.56635551,AAA
HSBC,CP002628,80341.32941209822,11.334087074450174,7029256.845690902,BB
Citigroup,CP002629,4264986.810532297,11.124034305127074,23925747.195487916,AAA
Deutsche Bank,CP002630,5654555.171141415,12.314380654236667,1184186.7386995684,BBB
Citigroup,CP002631,4636486.788406925,10.399531471700039,3850732.5565270786,A
Deutsche Bank,CP002632,582273.2998074773,12.458032796345073,13605633.806620462,AA
HSBC,CP002633,558223.0489209734,15.144259979550984,2805171.2405688977,B
HSBC,CP002634,1351645.0348621733,14.470891434005459,10245778.230952477,D
HSBC,CP002635,552138.587373824,15.516356052487108,6546109.376760142,A
Deutsche Bank,CP002636,6292360.859571396,14.257175134446031,3845163.474459345,A
Deutsche Bank,CP002637,8287210.630525228,15.539611850173678,1450794.4779103778,BBB
Deutsche Bank,CP002638,741842.555579677,9.273709467915936,2993892.047584136,B
Barclays,CP002639,1434922.7609350204,10.208166461310023,6209597.996536076,AA
Citigroup,CP002640,879791.5770525573,13.63408097510426,8391177.984262375,AA
Deutsche Bank,CP002641,937569.5311091134,9.232578274688027,1041376.297530281,AA
Citigroup,CP002642,4293827.82391156,14.63381847235318,5695480.583739428,BBB
Citigroup,CP002643,17675899.64260477,11.800937600427186,16463724.669333253,A
Deutsche Bank,CP002644,1141320.8614278615,15.065924616646683,768457.1726914145,BB
Deutsche Bank,CP002645,1535271.1088695058,11.81513083358282,7802206.914895787,AAA
HSBC,CP002646,2897820.5525870495,9.767822541665145,908120.6060037112,A
HSBC,CP002647,1069800.2791229966,9.530892443471906,1955065.4707931438,BB
HSBC,CP002648,276112.5049847575,10.718170392935404,646187.2041770086,AA
Barclays,CP002649,51331918.80987074,10.882116708467569,14658093.76054212,BBB
HSBC,CP002650,850417.8726759033,12.222422937710856,1451721.931923805,A
Barclays,CP002651,144808.72249849598,14.842438186169009,5781424.618671446,BBB
Citigroup,CP002652,6810708.125231207,10.47316320105404,4201449.925948072,CCC
Deutsche Bank,CP002653,4853975.546035165,11.657120425349756,263274.16631898336,AA
Deutsche Bank,CP002654,337924.9390675487,12.173624011093976,548238.7954603079,A
HSBC,CP002655,2489296.312445557,15.73321288282812,31551869.17871893,BB
Citigroup,CP002656,1334327.972898538,15.820883376134782,4842706.948080214,AA
Barclays,CP002657,1133421.4184315884,11.33468457878822,2809144.3874103352,CCC
HSBC,CP002658,516037.14288943633,9.919082161995052,14450823.044200119,BB
Citigroup,CP002659,10269967.317860365,9.400348110456909,713796.8581451303,AAA
HSBC,CP002660,192639.09138927364,10.625318300444649,1039136.0436524276,BB
Deutsche Bank,CP002661,6909130.025908577,10.497177676886594,1487864.9509649784,A
Barclays,CP002662,6567019.525985763,12.764787043986654,478901.8443823337,A
Barclays,CP002663,1075186.8467331422,9.358923146880514,1859097.3615786645,AA
HSBC,CP002664,4572686.708482623,15.899497437639521,5353719.796415638,AA
Citigroup,CP002665,664047.772856459,11.301498366532986,6348431.274329458,AAA
Deutsche Bank,CP002666,838167.5029362113,10.12776422081819,2064736.0870935041,A
HSBC,CP002667,434908.4835284975,11.386364038589068,7254666.864912214,AA
Citigroup,CP002668,4441540.293081537,14.471658833352912,5851102.916416387,BB
Deutsche Bank,CP002669,2226041.9091623244,14.248711956730196,211237.63389617356,BB
Deutsche Bank,CP002670,3378073.2808161587,14.708249246495477,3078139.4496320626,BBB
Deutsche Bank,CP002671,4819464.988438837,13.1919006024125,994179.3240334055,A
Deutsche Bank,CP002672,176078.43449819778,12.659264992164783,6784743.155743312,A
Citigroup,CP002673,264798.6374790574,10.81759741302119,5101942.904170887,A
Deutsche Bank,CP002674,5632563.106010292,9.799068386474836,3732379.77614143,BBB
Barclays,CP002675,159236.8381318413,9.773667007056241,3491271.8009259473,AA
Barclays,CP002676,6047174.749751047,15.136335357200227,13411956.767410586,BB
Deutsche Bank,CP002677,476127.03889587545,15.26354159246634,75271480.24544594,AAA
Citigroup,CP002678,4586408.879147663,13.364436955924598,1793458.15435068,AA
Barclays,CP002679,163036.15820411316,12.785295837571049,2612230.0146230613,BBB
Citigroup,CP002680,1868796.5830912367,15.208901294949852,13580941.025284337,A
Barclays,CP002681,5474658.280744258,9.557520515381144,2628250.0461511933,A
HSBC,CP002682,10700203.472426727,15.345592769487759,17386754.743549887,AA
Deutsche Bank,CP002683,3134455.7075059447,12.097777760323751,4459258.217882369,BBB
Citigroup,CP002684,1586733.7013877057,14.19594878504563,1397348.9620959577,BBB
Citigroup,CP002685,1805637.1867995413,9.725437567065994,6766622.541615982,A
Citigroup,CP002686,5028807.889023157,14.501697417459251,34419013.30460794,CCC
Deutsche Bank,CP002687,4943383.820563299,14.299930844799219,5259870.646742962,AA
Deutsche Bank,CP002688,1242300.7906807587,14.686714093433874,990443.1046213852,A
Deutsche Bank,CP002689,240099.11835733792,12.184084447408766,272975.0325837799,AA
Citigroup,CP002690,6109196.662358685,9.068823693896805,20530322.263231326,A
Citigroup,CP002691,4425918.41284384,13.45096591337261,5815633.096848203,D
HSBC,CP002692,221159.14780738956,13.47674480577043,7167890.9364989,AAA
Citigroup,CP002693,40781.95801916903,11.599716665295668,231801.88116835742,A
HSBC,CP002694,2928573.423023639,10.175055490866729,5805012.682951783,A
HSBC,CP002695,8284216.391915217,9.862261170110225,495895.17537747876,A
HSBC,CP002696,1519971.5989485509,12.869092406426258,4428902.669337198,A
Barclays,CP002697,58284.791880983474,15.004252851504239,698254.1925317704,AA
Deutsche Bank,CP002698,982689.693408022,10.136799490174646,943856.2618051248,A
HSBC,CP002699,2325993.0439174916,12.159504740061784,1883552.0495884945,AA
HSBC,CP002700,7066371.407043814,12.990356211012708,960528.4420222362,BBB
Deutsche Bank,CP002701,1121304.839094938,11.5614503368922,4089877.845036066,A
Citigroup,CP002702,3679508.445418859,14.867491677258595,4994866.667363511,A
Barclays,CP002703,1480833.4395923668,15.092868882911029,18361274.346938174,A
Deutsche Bank,CP002704,1565770.050905563,15.562822348247362,10664111.202872379,B
Barclays,CP002705,497364.83121647325,13.58573572945987,1404266.0052192952,BB
HSBC,CP002706,715137.184301302,15.293348905051223,3487977.094393127,BBB
Barclays,CP002707,247745.09777452826,13.017972771179387,18560781.775487635,AA
HSBC,CP002708,2169416.8888188396,12.071831414129436,793998.1094494502,AA
Deutsche Bank,CP002709,1130732.009091178,9.242445409478606,1867075.3455086432,AA
Citigroup,CP002710,4441477.554214023,13.941603682563102,524177.8408109312,B
Barclays,CP002711,1419325.2303913673,10.927570980369094,1053491.6301127754,AA
Deutsche Bank,CP002712,5541243.802441177,12.733789201874945,311431.679704122,AAA
Deutsche Bank,CP002713,14769756.074683914,10.179251700767354,2847400.0092115803,BB
Barclays,CP002714,1649790.0504019468,12.9821791994958,437424.02809273044,BBB
Citigroup,CP002715,593484.8444685969,14.753062426544718,10937370.852790264,BB
Deutsche Bank,CP002716,2206888.8920210856,14.522335986194985,1885837.9412514358,BB
Barclays,CP002717,2745793.762194667,12.20954993768352,5507503.228160275,A
HSBC,CP002718,981179.0391938955,9.050851142123593,938024.2646030091,A
Barclays,CP002719,5124133.844128181,9.911336664265088,4249459.8516716305,BB
Citigroup,CP002720,663371.6812812157,12.485615008522906,1612098.9748456907,AAA
HSBC,CP002721,4038860.0362233147,14.178709423242722,178243.0613138255,AA
HSBC,CP002722,375913.1328640913,15.01013238230312,40819796.16618012,BB
HSBC,CP002723,1838528.5021220753,12.761135485515837,4339067.16807724,A
Citigroup,CP002724,1554261.2065949,12.964926475314636,17401646.00701867,BBB
HSBC,CP002725,949167.0361354633,10.697286041264036,5698785.768129956,BBB
Barclays,CP002726,4110700.2295266,11.51456663762276,5444325.857321636,A
Citigroup,CP002727,701664.4354802029,10.130642641189107,55498.36578177179,A
Citigroup,CP002728,12771971.12762158,14.391217218824043,970237.1328959733,AA
Barclays,CP002729,968528.5978070658,10.92523697066193,56872627.969171375,BBB
HSBC,CP002730,380940.2240255382,10.478334408426733,7131793.00697675,AA
Barclays,CP002731,4967776.440195463,13.747630273121638,7053863.26745113,AA
Citigroup,CP002732,684355.4375575976,13.440874427941738,436282.35670843185,BB
HSBC,CP002733,384786.1915766796,15.773812649760519,12065729.24405808,BBB
Deutsche Bank,CP002734,720762.6333198796,12.81171972844407,8983828.597684976,BBB
HSBC,CP002735,4448465.831300112,10.362544195936703,15152737.661761466,BB
HSBC,CP002736,554685.2386577517,10.653244722851365,21862149.11548164,BB
Barclays,CP002737,3592654.4984106617,15.016058311254405,33153307.10987327,A
Citigroup,CP002738,2512881.422999634,15.563081178670718,2993860.787717134,BB
HSBC,CP002739,1297718.2097389551,13.90838837046024,2535357.2509831465,BBB
Deutsche Bank,CP002740,979003.9652957432,15.329891466320715,248730.5846017486,BB
Citigroup,CP002741,995321.3007928516,14.193298866717052,690055.0597306272,BBB
Barclays,CP002742,1421258.1736808338,9.261892998146818,11469815.983412066,AA
Citigroup,CP002743,2953072.5774563192,12.503784108518946,2768489.762964847,BB
Citigroup,CP002744,188330.1620936327,13.941206169198741,9790744.38836157,BB
Deutsche Bank,CP002745,9137845.602621777,12.749666647469653,1914020.3062810584,BBB
Deutsche Bank,CP002746,1318799.0637924557,15.41169599568899,272786.8533087978,B
Barclays,CP002747,618821.01012309,11.995241040548397,4156338.710440058,B
Barclays,CP002748,3169204.073874747,9.172742558205915,32991745.82062703,AA
Deutsche Bank,CP002749,12780220.90004901,9.650646657779154,4825032.71233797,BB
HSBC,CP002750,279222.48184656486,12.093075464948523,2097748.198085131,AA
HSBC,CP002751,11650109.732241958,10.998165404110956,7360890.744200547,A
Deutsche Bank,CP002752,1812606.3016282683,13.066345371540713,3642844.6353933755,A
Deutsche Bank,CP002753,895104.6732976397,9.00341069548924,7729050.804307189,BBB
Deutsche Bank,CP002754,885008.9550999021,9.100634291294629,7786043.264889519,BBB
Deutsche Bank,CP002755,3134007.0948942034,14.446712101429766,4548079.5056668185,AA
Deutsche Bank,CP002756,393997.798898872,9.499452922234015,10307806.550914504,BBB
HSBC,CP002757,555836.6158710927,14.995262629788826,11122351.399645278,BBB
Citigroup,CP002758,1107409.3572865452,14.870321560747973,12434832.918837834,AAA
HSBC,CP002759,1277975.6463044153,14.70180690190113,3723393.222130034,BBB
Deutsche Bank,CP002760,360978.7945480804,14.058817734253799,3610588.702340344,AA
Citigroup,CP002761,805444.4416806095,9.23440869097789,1042111.4475737006,BBB
Barclays,CP002762,89852.27324331304,15.149501450465145,2313557.839843323,BBB
Deutsche Bank,CP002763,166104.93323535897,12.735396388361167,195506321.59024477,A
HSBC,CP002764,2171172.0266518025,15.693577556303918,11257284.593668398,BB
Deutsche Bank,CP002765,118336.52935160405,15.854890384396448,427810.1318323777,BBB
Deutsche Bank,CP002766,102494.84795357706,14.941274405021105,5729856.8520704685,AAA
Deutsche Bank,CP002767,610859.3884353238,15.944264127793485,844521.0252944757,AA
HSBC,CP002768,155621.39024379567,15.851623206836628,1248571.9257048299,A
Citigroup,CP002769,1042040.8321488297,12.802991276948648,6838773.496663395,BBB
Deutsche Bank,CP002770,126023.8207822126,12.750201168965766,7695985.83429485,AA
HSBC,CP002771,2268212.519823621,9.91180407730469,3329609.3669105275,B
HSBC,CP002772,961191.4020051773,15.247085339594841,5999348.042368842,BBB
Deutsche Bank,CP002773,1389190.8846299318,12.699429315752994,774938.7162715974,A
Deutsche Bank,CP002774,375440.7672798842,12.401426554685774,831070.0632050632,BBB
Barclays,CP002775,309307.4072405967,13.20206568924717,2063841.951018727,CCC
Barclays,CP002776,1657919.1807256283,11.699363827091489,6721478.893559345,BBB
HSBC,CP002777,1712696.173806131,14.420261283855773,2237143.5798995635,A
Deutsche Bank,CP002778,1894896.268271965,15.557638623328108,35771394.99444772,AA
HSBC,CP002779,2387071.6074623694,14.676792728554911,26249951.380709928,AA
Barclays,CP002780,12847586.406037627,14.03452267823146,2893266.5138436705,D
HSBC,CP002781,2653605.7302162955,9.47577208649239,13622920.717414578,BBB
HSBC,CP002782,4480790.755527617,13.456020289028627,10444403.979368014,A
HSBC,CP002783,3959969.428469985,9.446674097704179,14275559.893002963,BB
Barclays,CP002784,404433.88440857705,11.228436515854812,1515726.3461707504,BBB
HSBC,CP002785,1092453.1568321057,12.70574595563692,777802.4282582193,B
Barclays,CP002786,819240.2339150811,12.261969429496911,7170454.130779422,A
Citigroup,CP002787,2611032.466763461,15.079058180602761,2346095.077970191,A
Citigroup,CP002788,1518312.4345862973,15.641867298482985,2736861.491078133,BB
HSBC,CP002789,775881.1209997275,15.957170342658031,637324.8925486251,BB
Barclays,CP002790,1127399.8603885332,15.194058601250969,2297674.8740975396,AA
Barclays,CP002791,62317.80934603623,15.226651543086865,23592967.460757032,A
Deutsche Bank,CP002792,184246.9211733056,11.134744839063206,224004.2454245841,AA
Barclays,CP002793,429835.70994558115,12.09035432348261,2805632.1447418286,BB
Barclays,CP002794,6726631.874369149,15.396016845847736,3819516.3930950607,AAA
HSBC,CP002795,301532.1870925445,11.348790586882991,21770977.885628097,BBB
Barclays,CP002796,6686540.070399444,14.094705305434186,7629553.093668328,BB
HSBC,CP002797,2699510.4770727847,12.456820746937256,2699417.1797951893,AA
Citigroup,CP002798,989869.886611858,13.561790247875273,6442543.612319537,A
Deutsche Bank,CP002799,872028.7376583593,10.547189077387472,3683102.3269170695,BB
HSBC,CP002800,1371009.987017828,11.434170809887597,2344415.78753896,BB
Citigroup,CP002801,718477.477249628,9.085472459804347,5940817.687793008,BB
Citigroup,CP002802,6234925.573738325,13.162292709921527,110829260.43731368,BB
Citigroup,CP002803,1666951.8121060792,12.04851195745789,18021391.23357145,AA
Barclays,CP002804,567070.9291937986,9.235306638010549,1478119.4863042152,A
HSBC,CP002805,10150968.208407704,9.456851911500156,34307866.06429269,AA
HSBC,CP002806,517288.28247822693,9.733370318304265,2161400.413698358,AAA
Citigroup,CP002807,1858850.9251993655,15.467339541971048,3445906.5737238997,AA
Deutsche Bank,CP002808,5433496.8939792495,15.322723720645604,709252.8208459005,AAA
Citigroup,CP002809,2327758.015831864,11.439917739187925,2452821.910520601,BBB
Citigroup,CP002810,288118.035462313,9.366994762466431,1523076.4760972278,A
Citigroup,CP002811,2721206.403133591,9.371478856997683,1283885.2040062128,BBB
Deutsche Bank,CP002812,431895.61413622944,13.607163667459286,10639947.387109581,A
Citigroup,CP002813,2092799.3723155926,9.870673639025217,5508698.626007892,AAA
HSBC,CP002814,3492080.6001363997,14.216228574361539,870453.9924493937,AA
Deutsche Bank,CP002815,1887050.1932126253,14.765216802611357,2219845.9181902064,AAA
Barclays,CP002816,1343670.3366958867,12.106461270689918,5980193.1039159605,AA
Deutsche Bank,CP002817,164664.21841053676,12.977545284428906,1591630.9443033547,AAA
Deutsche Bank,CP002818,2584535.053698985,13.902276297974439,6441087.585906478,AAA
Deutsche Bank,CP002819,3328061.1446793475,10.119695815133902,14794677.823816469,BBB
HSBC,CP002820,2830206.791736873,11.047500649968587,7418519.825878621,AA
HSBC,CP002821,626113.7228706912,11.562556632290804,387341.85943098576,AAA
Citigroup,CP002822,195605.25025203408,13.227754619212478,5512387.539603623,AA
Deutsche Bank,CP002823,1028141.9040844891,10.146933612473118,16745943.400417322,D
Barclays,CP002824,288863.6956930997,12.695061405727747,730282.3440113387,A
Barclays,CP002825,440506.0707541577,11.717905520292145,5224318.110756461,B
Citigroup,CP002826,1518327.2020878983,12.303273848561117,4691836.437941952,BBB
Citigroup,CP002827,258511.07888416396,10.20281493434178,1347391.9693455684,AA
HSBC,CP002828,1245818.46106893,15.768390435441647,4162774.3997327276,AAA
HSBC,CP002829,1203106.6348843032,12.536890640897516,8717967.944114767,BBB
Citigroup,CP002830,453939.7571713922,9.192151340796794,891637.0461265852,B
Citigroup,CP002831,177409.75236262477,14.777260426185263,1091850.3909040918,AA
Citigroup,CP002832,258874.51765899462,15.485659884963148,5819449.204271977,BBB
Barclays,CP002833,4644088.822985029,10.056325758298033,1517476.8466917437,AAA
Deutsche Bank,CP002834,616559.2247376704,11.596719504851212,2596289.0488934917,A
Deutsche Bank,CP002835,967485.1297663463,13.482086289846535,1662101.087046299,AA
Citigroup,CP002836,677465.6952740249,13.938898934711816,1201393.0993632239,A
Citigroup,CP002837,3657127.600202123,13.302846426056583,2048072.7101688501,A
HSBC,CP002838,6979165.170499319,11.6756465228878,7762105.671061682,AA
Barclays,CP002839,1392104.8587468483,13.536478308154065,12160778.525591891,BBB
Deutsche Bank,CP002840,4776197.0245954385,9.463036379508367,7341599.016992518,AA
